review,rating,clean_review,sentiment
sangat membantu dan memudahkan penumpang,5,sangat bantu mudah tumpang,positive
lemot apk jelek,1,lot apk jelek,negative
"bikin akun sudah, mau pesan tiket ndak bisa harus daftar member basic tapi gak bisa ntah apalah apalah ribet bangetttttttt. dicoba berkali kali keterangan tetap ndak bisa. kalo ribet2 ndak usah bikin aplikasi",1,bikin akun mau pesan tiket ndak harus daftar member basic gak ntah apa apa ribet bangetttttttt coba kali kali terang tetap ndak kalo ribet ndak usah bikin aplikasi,negative
keren,5,keren,positive
"jadwal commuter sering gak sesuai, perbaiki lah jam keberangkatan nya, ngapain udah ada jadwal kalo masih gak sesuai,",2,jadwal commuter sering gak sesuai baik lah jam berangkat nya ngapain udah jadwal kalo gak sesuai,negative
terima kasi,5,terima kasi,positive
Cepat dan mudah,5,cepat mudah,positive
ok,5,,positive
ok,5,,positive
sangat ok untuk pesanan tiket kereta,5,sangat untuk pesan tiket kereta,positive
top,5,top,positive
dulu bisa pesan tiket sampai 10 orang kenapa sekarang cuma 4 kita yang mau beli 1 kluarga ga bisa tolong di perbaiki,2,dulu pesan tiket orang sekarang cuma yang mau beli kluarga ga tolong baik,negative
"Sangat membantu dan fitur sudah sesuai, tidak perlu upgrade lagi",5,sangat bantu fitur sesuai perlu upgrade,positive
Ok,5,,positive
mudah dan transparan,5,mudah transparan,positive
ok,5,,positive
"sayang sekali di opsi tiket lokal yang telah dibeli tidak ada opsi refund tiket atau mengganti jadwal tiket, padahal di daerahku stasiun kereta apinya udah enggak ada loket buat jual tiket dan melayani untuk membantu mengganti hari tiket lagi",3,sayang sekali opsi tiket lokal telah beli opsi refund tiket ganti jadwal tiket padahal daerah stasiun kereta api udah enggak ada loket buat jual tiket layan bantu ganti hari tiket,neutral
i like it,5,i like it,positive
always oke,5,always oke,positive
andaikan saja ada pembayaran tunai pada aplikasi ini tentu nya lebih mudah dalam pelayanan,5,andai ada bayar tunai aplikasi tentu nya lebih mudah layan,positive
"ini gimana, saya baru beli ticket nya tadi sore. tiba tiba dapet notif kalo aplikasi nya bermasalah, gabisa dibuka sama sekali. tolong banget diperbaiki, beli ticket udah lumayan malah aplikasi gabisa dipakai. gimana sih?",1,gimana baru beli ticket nya tadi sore tiba tiba dapet notif kalo aplikasi nya masalah gabisa buka sama sekali banget baik beli ticket udah lumayan malah aplikasi gabisa pakai gimana sih,negative
mantul pisan,5,mantul pis,positive
"mengajukan pembatalan+ganti jadwal loading trus... dri pake signal data, ampe k wifi.. sama bae, sengaja biar angus tiket e meren.??? akhirnye, hangus jg... ,... hadewh..",1,aju pembatalanganti jadwal loading trus dri pake signal data ampe k wifi sama bae sengaja biar angus tiket e meren akhirnye hangus jg hadewh,negative
bagus,5,bagus,positive
Tidak di bisa di buka.. Ada apa KAI??,4,di di buka apa kai,positive
sangat bagus,5,sangat bagus,positive
"mark up harga gila gilaan di hari besar, kek kon",1,mark up harga gila gila hari besar kek kon,negative
kai akses kenapa tidak ada di tab android lagi😭😭😭😭 padahal dulu ada😭,5,kai akses tidak di tab android lagi padahal dulu ada,positive
Selama saya menggunakan yeah g masalah..,4,lama guna yeah g masalah,positive
terimakasih atas kenyamanan layanannya mantap,5,terimakasih atas nyaman layan mantap,positive
Respon cepat,5,respon cepat,positive
info di gugel ktanya minimal android 8 tapi knp di hp qw android 11 gk bisa diakses bhkan gk bisa di download ulang?? udh di restart bolak-balik ttep aj gk bisa di download aplikasi nya,1,info gugel ktanya minimal android knp hp qw android gk akses bhkan gk download ulang udh di restart bolakbalik ttep aj gk di download aplikasi nya,negative
Ini kenapa udah pembayaran berhasil tapi tiketnya tidak ada ? tidak ada refund atau notifikasi. hanya uang aja ketarik....,1,kenapa udah bayar hasil tiket ada ada refund notifikasi uang aja tarik,negative
aplikasi ini sangat membantu pesan tiket termasuk cara bayar mudah. terima kasih KAI,5,aplikasi sangat bantu pesan tiket masuk cara bayar mudah terima kasih kai,positive
sangat mantap...,5,sangat mantap,positive
cukup memuaskan mudah sangat membantu,4,cukup muas mudah sangat bantu,positive
mantap,5,mantap,positive
Gak bisa dibuka!,1,gak buka,negative
"acces by kai lagi error ya , gak bisa di buka",2,acces by kai error gak di buka,negative
Pelayanan Mudah,5,layan mudah,positive
kadang tiba² tidak bisa dibuka dan harus di install ulang... mohon perbaiki lagi🙏🏻,2,kadang tiba bisa buka harus install ulang mohon baik lagi,negative
sangat memudahkan saya.,5,sangat mudah,positive
"Bagus pelayanannya, dan semoga semakin ditingkatkan",5,bagus layan moga makin tingkat,positive
Makin nyaman bersama KAI,5,makin nyaman sama kai,positive
peningkatan layanan aplikasi dan metode pembayaran makin memudahkan dan sangat membantu,5,tingkat layan aplikasi metode bayar makin mudah sangat bantu,positive
semakin memudahkan pengguna/penumpang KAI,5,makin mudah penggunapenumpang kai,positive
mudah dan praktis,5,mudah praktis,positive
jozz dan memudahkan,5,jozz mudah,positive
aplikasi nya bagus saat pesan tiket dan lain lain tapi mohon maaf fitur untuk pembayaran belum lengkap apalagi pembayaran dari bank mohon untuk ditambahkan dan diperbanyak fitur pembayaran nya oke,5,aplikasi nya bagus pesan tiket lain tapi mohon maaf fitur bayar lengkap bayar bank mohon tambah banyak fitur bayar nya oke,positive
ok,5,,positive
mantab👍,5,mantab,positive
lumayan,5,lumayan,positive
sangat membantu proses pesan tiket,5,sangat bantu proses pesan tiket,positive
lebih mudah u pesan tiket,5,lebih mudah u pesan tiket,positive
sangat membantu,5,sangat bantu,positive
mantab dalam perjalanan😍👍,5,mantab jalan,positive
sangat berarti karena saya selalu menggunakan ka,5,sangat arti saya selalu guna ka,positive
keren,5,keren,positive
"Payah sekali! Pembatalan tiket yang dibeli lewat aplikasi dan ingin dibatalkan lewat aplikasi juga tidak bisa dengan keterangan kode OTP failed, aplikasi sudah dihapus dan diinstall ulang tetap tidak bisa, dan hal tersebut berlangsung selama 3 hari, terus ganti HP yang satunya juga sama tidak bisa, pengalaman yang sangat buruk. Tolong diperbaiki sitemnya aplikasinya, sia-sia, lenyap uang saya.",1,payah sekali batal tiket beli lewat aplikasi ingin batal lewat aplikasi dengan terang kode otp failed aplikasi hapus diinstall ulang tetap bisa hal sebut langsung lama hari terus ganti hp satu sama tidak bisa alam sangat buruk baik sitemnya aplikasi siasia lenyap uang,negative
ko puya saya gak bisa di buka buka yah,4,ko puya gak di buka buka yah,positive
mantappp,5,mantappp,positive
Mantap,5,mantap,positive
Oke,5,oke,positive
"memudahkan untuk mmbeli tiket,,tp sekarang sy downlo lgi kok g bisa",5,mudah mmbeli tikettp sekarang sy downlo lgi kok g,positive
woke,5,woke,positive
"ga bisa di buka, entah lah bikin bt padahal harus cepet2 cari 4 tiket pulang pergi 😔",2,ga di buka entah lah bikin bt padahal cepet cari tiket pulang pergi,negative
bagus,5,bagus,positive
mantab,5,mantab,positive
ini gimna ga bisa masuk padahal udah no otp nya,1,gimna ga masuk padahal udah no otp nya,negative
sangat membantu terimakasih pt kai indonesia,5,sangat bantu terimakasih pt kai indonesia,positive
Ok...,5,,positive
Bagus dan praktis.,5,bagus praktis,positive
"aplikasinya sudah berfungsi seperti membeli tiket hanya saja saya heran mengapa saya ingin beli tiket via OVO gak bisa terus saat saya ingin masuk kedalam aplikasinya malah close close mulu aneh heran ini pengembang beneran serius gak sih ngembangin aplikasi ini perasaan dari dulu banyak bug kayak gak bisa beli tiket, crash dan sekarang gak bisa Beli via OVO dan masalah masuk",3,aplikasi fungsi beli tiket saja heran saya beli tiket via ovo gak terus saya masuk dalam aplikasi malah close close mulu aneh heran kembang beneran serius gak sih ngembangin aplikasi asa dulu banyak bug kayak gak beli tiket crash sekarang gak beli via ovo masalah masuk,neutral
aplikasi buruk dan sering eror. bug nya banyak banget,1,aplikasi buruk sering eror bug nya banyak banget,negative
aplikasi nya kenapa gk bisa di buka dari kemarin padahal udh di unistal terus dowload lagi tetep aja gk bisa di buka malah langsung force close mohon untuk di benerin secepat nya biar bisa di buka lagi 🙏,1,aplikasi nya gk buka kemarin padahal udh di unistal terus dowload tetep aja gk di buka malah langsung force close mohon di benerin cepat nya biar di buka,negative
recomond,5,recomond,positive
baik,5,baik,positive
kenapa ga bisa di download apk nya,2,ga di download apk nya,negative
"sering gangguan, tiket di batas 4 balikin ke 10 lagi jangan kaya pemerintah selalu mempersulit sistem dibuat simple seperti sebelumnya",1,sering ganggu tiket batas balikin jangan kaya perintah selalu sulit sistem buat simple belum,negative
ok,5,,positive
mantap,5,mantap,positive
recomended,5,recomended,positive
"Kenapa Access 1-2 bulan terakhir jadi sering force close apps nya ya, dibuka langsung nutup. Di restart sama saja, sebelum2nya tidak pernah ada hambatan. Terpaksa uninstall dan install kembali baru bisa, dan terus berulang. Agar ada perbaikan serius ttg isu ini.",2,access bulan akhir jadi sering force close apps nya buka langsung nutup restart sama belum pernah hambat paksa uninstall install baru dan terus ulang ada baik serius ttg isu,negative
baik pokok PLP,5,baik pokok plp,positive
"Sangat membantu, terima kasih",5,sangat bantu terima kasih,positive
ok dan mudah,5,dan mudah,positive
sangat membantu info dan pemesanan tiket,5,sangat bantu info mesan tiket,positive
mkin nyaman dan mkin mudah mengakses aplikasinya,5,mkin nyaman mkin mudah akses aplikasi,positive
sangat membantu,5,sangat bantu,positive
pelayanan bagus,5,layan bagus,positive
puas,5,puas,positive
aplikasi sering eror pas jam 00:00 sampai jam 2 pagi,1,aplikasi sering eror pas jam jam pagi,negative
skg sudah lebih cepat top up pakai m banking,5,skg lebih cepat top up pakai m banking,positive
Bagus cepat. agak eror ini tadi.,5,bagus cepat eror tadi,positive
server ampas🤣 kena rame dikit overload 🤣🤣🤣,3,server ampas kena rame dikit overload,neutral
tolong segera di perbaiki lagi..Masi ada bug aplikasi nya .. !!! terimakasih 👍,3,segera baik lagimasi bug aplikasi nya terimakasih,neutral
"tiket lokal sering error,tampilan jadwal kosong,tampilan muncul tp jadwal tidak tersedia.sdh hpus data, uninstal, ganti sinyal,msh aja sering muncul.apalagi di jam2 malam.sdh pernah chat cs jg, tp hasilnya te2p",1,tiket lokal sering errortampilan jadwal kosongtampilan muncul tp jadwal tersediasdh hpus data uninstal ganti sinyalmsh aja sering munculapalagi jam malamsdh pernah chat cs jg tp hasil tep,negative
mau booking tiket malah ga bisa bayar 🙄🙄🙄🙄,3,mau booking tiket malah ga bayar,neutral
tiba² mw pesan sudah full padahal ditunggu jam 12 malam kl g gt aplikasi eror...tiba2 g bs dibuka...aplikasi kai aneh,1,tiba mw pesan full padahal tunggu jam malam kl g gt aplikasi erortiba g bs dibukaaplikasi kai aneh,negative
"servernya sangat sangat sangat buruk, tlg diperbaiki, masak war tiket jam 12 malam sampai jam 1 muter terus padahal pake data wifi supercepat, alokasikan dana buat server,itu penting, jangan buat bangun stasiun² yg gak penting",1,servernya sangat sangat sangat buruk tlg baik masak war tiket jam malam jam muter terus padahal pake data wifi supercepat alokasi dana buat serveritu penting jangan buat bangun stasiun yg gak penting,negative
pembelian tiket selalu error2,1,beli tiket selalu error,negative
Kerennnn,5,kerennnn,positive
"Saya membeli token listrik di sini,Tapi status gagal dan uang di kembalikan ke metode pembayaran terakhir, Tapi sampai saat ini tidak ada pengembalian dana, saya sudah menghubungi cs di wa dan Akun Ig KAI 121 namun tidak ada kejelasan sama sekali Sangat di sayangkan Sekelas KAI pelayanan sangat buruk Hati hati bila membeli token listrik disini",1,beli token listrik sinitapi status gagal uang kembali metode bayar akhir sampai ini kembali dana sudah hubung cs wa akun ig kai tidak ada jelas sama sekali sangat sayang kelas kai layan sangat buruk hati hati bila beli token listrik sini,negative
mengapa aplikasi KAI by access tidak bisa dibuka. Waktu beli bisa kemudian mau check tiket tidak bisa dibuka 2 hari ini.,3,aplikasi kai by access buka waktu beli bisa kemudian mau check tiket bisa buka hari,neutral
"kok apk nya jd gini bro, kalo udah pesen tiket malah gabisa dibuka apk nya, pdhl kan nanti mau scan",1,kok apk nya jd gin bro kalo udah sen tiket malah gabisa buka apk nya pdhl kan mau scan,negative
seru harga terjangkau,5,seru harga jangkau,positive
Aman dan amanah 🤝,5,aman amanah,positive
"ntah kenapa, di versi terbaru ini sering keluar sendiri dari aplikasinya",3,ntah di versi baru sering keluar sendiri aplikasi,neutral
"aplikasi nya bener - bener ga bisa di buka aku harus uninstall dulu trs dondwold lagi ,terus muter"" seperti itu tolong bisa di perbaiki supaya maksimal",2,aplikasi nya bener bener ga buka aku uninstall dulu trs dondwold terus muter itu bisa di baik maksimal,negative
kok di buka mental?,1,kok buka mental,negative
bagus sekali,5,bagus sekali,positive
baik,5,baik,positive
"pqyah banget KAIPay, bayar tiket transaksi ga kleuar tp saldo kepotong, mana biaya top mahal pula. Yang blm terjlanjur gausah pake KAIPay, pilih pembayaran lain deh",1,pqyah banget kaipay bayar tiket transaksi ga kleuar tp saldo potong mana biaya top mahal yang blm terjlanjur gausah pake kaipay pilih bayar deh,negative
bisa mempermudah pemesanan tiket,5,mudah mesan tiket,positive
tiba2 keuninstall sendiri alasan perangkat tidak kompatibel 😭 pdhal sering update klo ada pemberitahuan disuruh update 😭😭,2,tiba keuninstall sendiri alas perangkat kompatibel pdhal sering update klo pemberitahuan suruh update,negative
abis di update kok malah nambah kacau aplikasi nya sering bener gangguan,1,abis update kok malah nambah kacau aplikasi nya sering bener ganggu,negative
aplikasi Baik,5,aplikasi baik,positive
inj kenapa kok ga bisa dipakai. Force close terus,1,inj kok ga pakai force close terus,negative
terima kasih sudah bantu perjalanan bagi orang gak mampu s merasa ringan perjalanan jauh,5,terima kasih bantu jalan orang gak mampu s rasa ringan jalan jauh,positive
oke sangat membantu akses transportasi kereta dll,5,oke sangat bantu akses transportasi kereta,positive
Pengguna Sudah Lama Harganya Lumayan Tinggi Di Banding Memakai Armada Bus Hanya Fasilitas Lumayan Dan Nyaman,5,guna lama harga lumayan tinggi banding pakai armada bus fasilitas lumayan nyaman,positive
tolong kasih ubah email via aplikasi,4,kasih ubah email via aplikasi,positive
masih mu rah,5,mu rah,positive
potongan adminya terlalu mahal,3,potong adminya terlalu mahal,neutral
"maap ini aplikasi nya klo dibuka koq langsung nutup ( closed), dg sendirinya, dicoba berkali2 tetep sj gagal..jd gak bisa2 pesen tiket ini..",4,maap aplikasi nya klo buka koq langsung nutup closed dg sendiri coba kali tetep sj gagaljd gak sen tiket,positive
membntu,5,membntu,positive
mudah praktis,5,mudah praktis,positive
"kurang muasin, antara ribet sama ngeselin kode otp buat bayarnya ngga muncul² toh udah pake data dan coba yg lain' kagak muncul², mau di sambungin juga ada kode otp dan waktu pemesanan tiketnya cuma sejam lagi *otp nya* yg lama keburu ngga jadi",3,kurang muasin ribet sama ngeselin kode otp buat bayar ngga muncul udah pake data coba yg kagak muncul mau sambungin ada kode otp waktu mesan tiket cuma jam otp nya yg lama keburu ngga jadi,neutral
mudah mengakses nya... terimakasih KAI... andalan transportasi umum...,5,mudah akses nya terimakasih kai andal transportasi umum,positive
kenapa gak bisa dibuka?,3,gak buka,neutral
bagus,5,bagus,positive
ok,5,,positive
Apalah kemek fitur kurang & nyusahin.,1,apa mek fitur kurang nyusahin,negative
aplikasinya sangat membantu,5,aplikasi sangat bantu,positive
semoga lah yaah,5,moga lah yaah,positive
cepat dan mudah,5,cepat mudah,positive
mantappp cepat dalam pembatalan,5,mantappp cepat batal,positive
aplikasi sangat membantu untuk cek tiket kereta,4,aplikasi sangat bantu cek tiket kereta,positive
"pelyanan cepat, refund jug sesuai hari kerja",5,pelyanan cepat refund jug sesuai hari kerja,positive
